Date,Temperature_C,Precipitation_mm,CO2_ppm,Humidity_percent,LandUseIndex
2024-01-01,21.236203565420873,6.28583713734685,414.20316461542876,24.134537693488618,0.10312386883593261
2024-01-02,38.52142919229749,127.28208225275608,358.4139964995049,62.50837052545184,0.9025529066795667
2024-01-03,31.959818254342153,62.871196215265336,366.1628714094614,63.25080972880852,0.5052523724478571
2024-01-04,27.959754525911098,101.71413823294056,439.85541885270794,70.99439211985653,0.8264574661077416
2024-01-05,14.680559213273096,181.5132947852186,410.642905965959,78.08730669781292,0.32004960103061175
2024-01-06,14.67983561008608,49.858445829774986,350.919705161663,98.06816635700277,0.8955232284962005
2024-01-07,11.742508365045984,82.07658460712595,360.1471542866032,61.30402786409562,0.3892016787341631
2024-01-08,35.98528437324806,151.11022770860973,416.3501769108056,45.836517835299674,0.01083765148029836
2024-01-09,28.033450352296263,45.75963309832449,350.50615838462187,83.61489558149628,0.9053819764192637
2024-01-10,31.242177333881365,15.395981965758597,366.08080514174986,41.66658010096594,0.09128667678613356
2024-01-11,10.617534828874074,57.9502905827536,404.8733789366586,55.11771365645089,0.31931363759041487
2024-01-12,39.097295564859834,32.24425745080089,419.18951976926934,26.276510507381275,0.9500619670508049
2024-01-13,34.97327922401266,185.93953046851462,415.19612595026007,22.028059473236603,0.9506071469375561
2024-01-14,16.370173320348286,161.6240759128834,372.42693094605596,97.01187317423401,0.5734378881232861
2024-01-15,15.454749016213018,126.68075130208469,421.2179221347536,86.87840964097647,0.6318372121697993
2024-01-16,15.502135295603015,174.29211803754353,373.72490874968,75.67793648749584,0.44844552197831977
2024-01-17,19.127267288786133,160.7344153798229,382.5399698159268,52.71623555314159,0.29321077169806453
2024-01-18,25.742692948967136,37.31401177720717,424.64914051180244,33.86354560566766,0.32866454536991596
2024-01-19,22.958350559263472,178.51179969799554,414.9632899047215,32.514963413686885,0.6725184560770384
2024-01-20,18.736874205941255,107.86844838313014,434.9223410494178,40.019431853167625,0.75237452943768
2024-01-21,28.355586841671386,161.4880310328125,415.7612892300343,63.938133176489636,0.7915790437258485
2024-01-22,14.184815819561255,179.21825998469865,406.83086033354715,77.16767381600499,0.7896181427945539
2024-01-23,18.764339456056547,63.60069499437277,359.36747678280926,72.8157901374185,0.09120610304869037
2024-01-24,20.99085529881075,22.010384905535354,386.77158030594336,42.39471175567543,0.49442030470258147
2024-01-25,23.682099526511077,45.58703250838833,376.52023676817254,96.38922245305552,0.057558760016644284
2024-01-26,33.55527884179041,85.42155772525126,374.39896433790835,79.03175333566148,0.5495288823237355
2024-01-27,15.990213464750791,163.60295318449863,447.30105547524454,64.34832420091206,0.441530501373377
2024-01-28,25.42703315240835,172.1461166512687,389.309772466676,68.93765969874818,0.8877041827582998
2024-01-29,27.772437065861276,1.3904261062381407,439.20465551771133,53.568004994223195,0.3509150125520787
2024-01-30,11.393512381599932,102.14946051551314,413.1138625997263,39.81847916009259,0.11706701642760586
2024-01-31,28.22634555704315,83.4822006297558,429.48113035416486,48.47781429210093,0.14299168205283586
2024-02-01,15.115723710618745,44.42156209414605,400.26370931051923,80.62768883714952,0.7615106317174722
2024-02-02,11.951547789558386,23.97307346673656,407.6903884626359,21.15147909038047,0.6182180633162611
2024-02-03,38.466566117599996,67.5230342807256,399.2517693818864,29.2858112405533,0.10112267612279024
2024-02-04,38.96896099223678,188.58194078250384,369.52429877980444,23.68021136174022,0.08410680611499743
2024-02-05,34.25192044349383,64.64058640415105,422.2452115261505,23.25830418551761,0.70096913145912
2024-02-06,19.13841307520112,103.75812434867322,378.07723624408555,88.43684672088058,0.07276300636419353
2024-02-07,12.930163420191516,140.60379177903556,352.4315966431454,76.29262875040189,0.8218600592903562
2024-02-08,30.526990795364707,72.7259204758588,414.54722959071677,57.93390632698602,0.7062422271564962
2024-02-09,23.20457481218804,194.35641654419214,367.7110679407049,27.82673285208012,0.08134878064189976
2024-02-10,13.661147045343364,192.48945898842226,444.04585843529145,59.32927000934659,0.08483771408519192
2024-02-11,24.855307303338105,50.356459165072835,445.39285770025873,57.87774166244525,0.9866395785011755
2024-02-12,11.031655633456552,99.44970117847708,441.48643902204486,33.856149592801216,0.3742707957561203
